# module	maxHeartbeats	maxRecDepth	import-Mathlib-whole
# Generated by scripts/check-elab-cost.py --update-baseline.
# These numbers may only go DOWN. See the module docstring for why this
# gate ratchets declarations and not wall time.
Dregg2.Circuit.Emit.PredicatesArithmeticRefine	0	8000	0
Dregg2.Circuit.Emit.PredicatesGtRefine	0	8000	0
Dregg2.Circuit.Emit.PredicatesInRangeRefine	0	8000	0
Dregg2.Circuit.Emit.PredicatesLeRefine	0	8000	0
Dregg2.Circuit.Emit.PredicatesLtRefine	0	8000	0
Dregg2.Circuit.Emit.PredicatesNeqRefine	0	8000	0
Dregg2.Circuit.Emit.PredicatesRelationalCompoundRefine	0	8000	0
Dregg2.Circuit.Emit.PredicatesRelationalCompoundRung2	0	8000	0
Dregg2.Circuit.Emit.PredicatesRelationalCompoundRung2Full	0	8000	0
Dregg2.Circuit.Emit.RotWideCompactE1	0	8000	0
Dregg2.Circuit.Emit.RotWideCompactS2	0	8000	0
Dregg2.Circuit.Emit.Sha256HfoldDischarge	0	8192	0
Dregg2.Circuit.Emit.Sha256MerkleFold	0	8192	0
Dregg2.Circuit.Emit.ShieldedDeshieldValueLinkEmit	0	40000	0
Dregg2.Circuit.Emit.ShieldedSpendCompleteEmit	0	8192	0
Dregg2.Circuit.Emit.ShieldedTransferValueLink2OutEmit	0	100000	0
Dregg2.Circuit.Emit.ShieldedTransferValueLinkEmit	0	40000	0
Dregg2.Circuit.Emit.WideValueBindingRefine	0	4000	0
Dregg2.Circuit.FriCorrelatedAgreementSharp	0	8000	0
Dregg2.Circuit.FriDecodedDomainRebase	0	8000	0
Dregg2.Circuit.FriFoldConsistencyDichotomy	1000000	0	0
Dregg2.Circuit.FriLdtExtractDeployed	0	100000	0
Dregg2.Circuit.FriLdtJohnsonList	0	4000	0
Dregg2.Circuit.KeyLanes9	0	20000	0
Dregg2.Circuit.LogUpColumnLayout	0	8000	0
Dregg2.Circuit.OodColumnLayout	0	4096	0
Dregg2.Circuit.RotatedKernelRefinement	800000	0	0
Dregg2.Circuit.RotatedKernelRefinementAvailWideCompact	0	16000	0
Dregg2.Circuit.RotatedKernelRefinementAvailWideCompactE1	0	16000	0
Dregg2.Circuit.RotatedKernelRefinementFacet	800000	0	0
Dregg2.Circuit.RotatedKernelRefinementFacetTurnBound	800000	0	0
Dregg2.Circuit.RotatedKernelRefinementMintBurn	800000	0	0
Dregg2.Circuit.Satisfied2FaithfulActive	0	8192	0
Dregg2.Circuit.TableAirIR	0	8000	0
Dregg2.Circuit.TurnCircuitCompose	800000	0	0
Dregg2.Circuit.TurnEffectRefinement	800000	0	0
Dregg2.Circuit.TurnEmit	800000	0	0
Dregg2.Crypto.Arith.RowLibraryExperiment	0	4000	0
Dregg2.Crypto.AuthenticatedBitMac	0	0	1
Dregg2.Crypto.BN254.Bilinearity	0	100000	0
Dregg2.Crypto.BN254.Primality	0	8000	0
Dregg2.Crypto.BN254.TowerField	0	100000	0
Dregg2.Crypto.CodecRoundTrip	0	8000	0
Dregg2.Crypto.CrateGeneratedKats	0	100000	0
Dregg2.Crypto.DealerlessChosenVoleMac	0	0	1
Dregg2.Crypto.DealerlessPartyLocalComposition	0	0	1
Dregg2.Crypto.DealerlessPreprocessing	0	0	1
Dregg2.Crypto.DecapsCoreSpec	0	8000	1
Dregg2.Crypto.Deriv.RealGuardDecisionLift	0	20000	0
Dregg2.Crypto.EncapsCoreSpec	0	8000	0
Dregg2.Crypto.Fips204CorrectReal	1000000	20000	1
Dregg2.Crypto.Fips204FullDim	1000000	20000	0
Dregg2.Crypto.InvertibilityD2	0	20000	0
Dregg2.Crypto.InvertibilityNorm	0	20000	0
Dregg2.Crypto.InvertibilityNormGen	0	40000	0
Dregg2.Crypto.Keccak.Fips202Lfsr	0	4000000	0
Dregg2.Crypto.MlDsaCodec	0	20000	0
Dregg2.Crypto.MlDsaHintCodec	0	8000	0
Dregg2.Crypto.MlDsaKeygenRefine	0	8000	1
Dregg2.Crypto.MlDsaSigCodecClosed	0	8000	0
Dregg2.Crypto.MlDsaSigGenAcvp	0	1000000	0
Dregg2.Crypto.MlDsaSigVerAcvp	0	1000000	0
Dregg2.Crypto.MlKemCodecSpec	0	8000	1
Dregg2.Crypto.MlKemCorrect	800000	0	1
Dregg2.Crypto.MlKemDelta	1000000	20000	0
Dregg2.Crypto.MlKemEncapsAcvp	0	1000000	0
Dregg2.Crypto.MlKemFips203FullDim	1000000	100000	0
Dregg2.Crypto.MlKemKeygenRefine	0	8000	1
Dregg2.Crypto.MlKemNttFaithful	4000000	100000	0
Dregg2.Crypto.NttFaithful	4000000	100000	0
Dregg2.Crypto.PrivateGraphRewriteAirBridge	0	20000	0
Dregg2.Crypto.PrivateGraphRewriteCellDescriptor	0	10000	0
Dregg2.Crypto.PrivateGraphRewriteDescriptor	0	10000	0
Dregg2.Crypto.SpongeCompressionRegrounded	1000000	0	0
